"index","customer_id","customer_state","highest_education","employment_status","gender","income","residence_type","marital_status","sales_channel","coverage","policy","vehicle_class","vehicle_size","monthly_premium","months_policy_active","months_since_last_claim","current_claim_amount","total_claims","total_claims_amount","customer_lifetime_value"
"181","AV76907","Oregon","Associate","Employed","Female","40864","Rural","Married","Agent","Basic","Personal","SUV","Midsize","109","40","16","1188","3","2720","1640"
"182","AV93209","California","High School","Employed","Female","31283","Suburban","Married","Agent","Premium","Personal","Four-Door Car","Midsize","104","43","18","1106","2","1475","2997"
"183","AV96010","Oregon","Associate","Employed","Male","40097","Rural","Single","Call Center","Extended","Personal","Two-Door Car","Midsize","92","47","23","1699","2","2566","1758"
"184","AW27717","California","High School","Disabled","Female","12503","Rural","Single","Branch","Extended","Personal","Four-Door Car","Midsize","92","37","4","1202","2","1626","1778"
"185","AW36627","California","High School","Employed","Female","58577","Urban","Married","Agent","Basic","Personal","SUV","Midsize","110","42","6","1938","2","2399","2221"
"186","AW77988","Oregon","High School","Disabled","Male","17588","Suburban","Single","Web","Basic","Personal","Luxury Car","Midsize","192","59","24","1215","2","1869","9459"
"187","AW84946","Arizona","Bachelor","Employed","Male","36349","Urban","Married","Agent","Basic","Personal","SUV","Midsize","117","31","13","1835","2","2500","1127"
"188","AW86033","California","Associate","Disabled","Male","18287","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","61","30","6","1327","3","3339","-1509"
"189","AX28231","Washington","High School","Employed","Male","49345","Urban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","69","34","10","1631","2","2345","1"
"190","AX39008","Oregon","Bachelor","Employed","Male","80409","Urban","Divorced","Call Center","Basic","Personal","Two-Door Car","Midsize","74","50","28","1895","3","3387","313"
"191","AX56708","California","High School","Retired","Male","20862","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Small","68","35","1","1571","2","2650","-270"
"192","AX70794","California","High School","Employed","Male","47122","Suburban","Single","Branch","Basic","Personal","Two-Door Car","Midsize","62","22","6","2269","2","3333","-1969"
"193","AX71238","California","High School","Employed","Male","38096","Suburban","Divorced","Agent","Extended","Personal","Two-Door Car","Midsize","99","18","3","1815","2","2651","-869"
"194","AX71707","Arizona","Associate","Employed","Female","67881","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","79","29","6","1120","2","1920","371"
"195","AX86150","Washington","High School","Employed","Male","62777","Rural","Single","Agent","Basic","Personal","Two-Door Car","Midsize","67","53","34","1959","3","3571","-20"
"196","AX86552","California","Associate","Medical Leave","Male","24053","Suburban","Divorced","Web","Extended","Personal","Four-Door Car","Midsize","87","67","33","1491","2","2146","3683"
"197","AY18433","Washington","High School","Employed","Female","45473","Rural","Married","Branch","Extended","Special","Two-Door Car","Midsize","76","35","10","1171","2","1905","755"
"198","AY19539","California","Associate","Retired","Male","13528","Suburban","Single","Agent","Extended","Personal","Four-Door Car","Midsize","86","36","21","1747","2","2892","204"
"199","AY26056","Arizona","Associate","Employed","Female","63892","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","66","37","2","1600","3","3262","-820"
"200","AY30324","Oregon","Bachelor","Employed","Female","99074","Urban","Married","Call Center","Extended","Special","Two-Door Car","Midsize","77","22","4","2021","2","2784","-1090"
"201","AY40674","Washington","Bachelor","Employed","Female","26583","Suburban","Married","Agent","Extended","Personal","SUV","Midsize","128","18","6","1167","2","2513","-209"
"202","AY43037","Oregon","High School","Employed","Male","36670","Suburban","Single","Branch","Basic","Corporate","Luxury Car","Midsize","189","43","30","1850","2","2569","5558"
"203","AY52869","California","Associate","Retired","Male","10621","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","67","43","28","1382","3","2618","263"
"204","AY55759","California","High School","Employed","Female","92766","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Large","71","43","17","938","2","1768","1285"
"205","AY59197","Nevada","Associate","Employed","Male","27769","Rural","Married","Agent","Extended","Special","SUV","Small","121","54","24","1972","2","3099","3435"
"206","AY73718","California","Bachelor","Employed","Female","96535","Urban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","66","35","11","1510","2","2361","-51"
"207","AY88788","Oregon","Associate","Employed","Female","69841","Urban","Married","Branch","Basic","Personal","Luxury SUV","Midsize","192","19","0","1914","1","1914","1734"
"208","AY98473","Arizona","Associate","Employed","Female","32989","Suburban","Married","Web","Basic","Personal","SUV","Small","102","56","25","986","4","3518","2194"
"209","AY99324","Oregon","Associate","Disabled","Male","21853","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","86","43","10","1422","3","2224","1474"
"210","AZ15952","Oregon","Bachelor","Employed","Male","52373","Rural","Divorced","Web","Premium","Personal","Four-Door Car","Midsize","111","34","2","2810","3","4756","-982"
"211","AZ31562","Arizona","Associate","Medical Leave","Male","22520","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","73","30","17","1617","2","2286","-96"
"212","AZ34845","California","Bachelor","Employed","Female","77846","Urban","Married","Agent","Basic","Personal","Sports Car","Midsize","119","31","8","1697","2","2779","910"
"213","AZ38648","Washington","Master","Retired","Female","21514","Urban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","62","27","0","1554","1","1554","120"
"214","AZ50087","California","Bachelor","Employed","Male","32787","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Large","86","22","3","2295","3","4285","-2393"
"215","AZ62651","Oregon","High School","Employed","Male","56855","Suburban","Single","Web","Premium","Corporate","Luxury SUV","Midsize","255","30","12","2468","2","3126","4524"
"216","AZ64856","California","High School","Employed","Female","34452","Suburban","Married","Agent","Extended","Personal","SUV","Large","126","30","2","1165","2","1962","1818"
"217","AZ68184","Washington","High School","Employed","Male","76514","Suburban","Married","Agent","Basic","Personal","SUV","Midsize","112","50","19","2185","3","4047","1553"
"218","AZ74055","Oregon","High School","Employed","Male","52405","Suburban","Married","Call Center","Premium","Personal","Four-Door Car","Midsize","103","33","2","1741","2","2371","1028"
"219","AZ75509","Arizona","Bachelor","Employed","Female","31678","Rural","Married","Branch","Basic","Personal","Two-Door Car","Midsize","63","20","7","1312","4","3622","-2362"
"220","AZ77669","Oregon","High School","Employed","Male","91423","Urban","Married","Web","Basic","Personal","SUV","Midsize","109","21","3","1762","4","4675","-2386"
"221","AZ87715","California","High School","Employed","Female","81713","Urban","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","74","17","0","1843","1","1843","-585"
"222","AZ90068","California","Associate","Employed","Male","89219","Suburban","Single","Branch","Basic","Personal","Four-Door Car","Midsize","73","34","12","2634","3","4412","-1930"
"223","AZ95587","Arizona","Bachelor","Employed","Female","61222","Urban","Single","Branch","Extended","Special","Four-Door Car","Small","89","54","20","2013","2","2643","2163"
"224","BA17836","California","High School","Employed","Male","57340","Rural","Single","Agent","Basic","Corporate","Four-Door Car","Midsize","67","25","7","2025","3","3971","-2296"
"225","BA19651","California","High School","Employed","Male","43875","Urban","Divorced","Agent","Extended","Corporate","Four-Door Car","Midsize","78","32","18","1681","2","2356","140"
"226","BA38428","Arizona","High School","Employed","Male","73168","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","70","46","21","2189","3","3651","-431"
"227","BA49679","Arizona","Bachelor","Employed","Female","52348","Suburban","Divorced","Branch","Basic","Personal","Two-Door Car","Midsize","65","47","33","1158","3","2526","529"
"228","BA51898","Arizona","Bachelor","Employed","Male","39426","Urban","Married","Branch","Basic","Special","SUV","Midsize","114","63","33","1833","3","3117","4065"
"229","BA52133","California","Master","Employed","Male","22908","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Small","68","44","30","1879","2","2419","573"
"230","BA56812","Oregon","Master","Employed","Male","21020","Rural","Divorced","Branch","Extended","Corporate","Four-Door Car","Midsize","80","37","1","1695","2","2397","563"
"231","BA75404","Oregon","Doctoral","Employed","Female","77221","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","71","18","2","2120","4","4970","-3692"
"232","BA87216","California","Associate","Employed","Male","50555","Suburban","Divorced","Web","Extended","Personal","Four-Door Car","Large","88","34","9","1887","3","4047","-1055"
"233","BA97018","Arizona","High School","Medical Leave","Male","21616","Suburban","Single","Web","Extended","Personal","Two-Door Car","Midsize","93","25","4","1515","2","1967","358"
"234","BB11622","Nevada","Master","Employed","Male","47761","Rural","Married","Agent","Extended","Personal","SUV","Small","131","36","2","1584","2","2602","2114"
"235","BB19609","California","Associate","Employed","Male","29977","Rural","Married","Agent","Extended","Personal","SUV","Small","133","32","16","2456","2","3549","707"
"236","BB21794","Oregon","Bachelor","Employed","Female","29853","Rural","Single","Agent","Basic","Personal","Four-Door Car","Midsize","69","44","8","1120","2","1841","1195"
"237","BB41401","Arizona","High School","Employed","Male","26876","Suburban","Single","Agent","Extended","Personal","Four-Door Car","Midsize","76","46","17","1805","2","2326","1170"
"238","BB65725","California","Associate","Employed","Male","57293","Urban","Married","Agent","Basic","Corporate","Sports Car","Midsize","102","43","19","1774","4","3625","761"
"239","BC31913","Arizona","Bachelor","Employed","Female","73903","Suburban","Married","Web","Basic","Corporate","Four-Door Car","Small","73","66","30","1299","3","3037","1781"
"240","BC34309","California","Master","Employed","Female","64341","Rural","Single","Agent","Basic","Personal","Four-Door Car","Small","61","27","4","1217","2","2047","-400"
"241","BC35753","Arizona","Associate","Employed","Female","45525","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Small","66","37","1","1345","4","4354","-1912"
"242","BC43958","California","High School","Employed","Male","44788","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Small","61","41","6","1875","2","2766","-265"
"243","BC47264","California","Associate","Employed","Female","62192","Rural","Single","Agent","Extended","Special","Two-Door Car","Midsize","98","66","30","1285","3","3001","3467"
"244","BC48076","Washington","Master","Employed","Female","48689","Suburban","Married","Call Center","Basic","Personal","Luxury Car","Midsize","191","34","15","1472","2","2153","4341"
"245","BC51708","California","High School","Employed","Male","51659","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","64","48","19","2123","2","2880","192"
"246","BC52397","Arizona","Associate","Employed","Male","67952","Rural","Married","Branch","Basic","Personal","Two-Door Car","Midsize","71","43","16","2089","3","3369","-316"
"247","BC53363","Oregon","High School","Employed","Female","23031","Suburban","Married","Web","Premium","Special","SUV","Midsize","148","58","26","1250","2","2061","6523"
"248","BC53546","Oregon","Bachelor","Employed","Male","35396","Suburban","Divorced","Call Center","Basic","Personal","Two-Door Car","Midsize","70","55","32","1643","2","2868","982"
"249","BC62782","Arizona","Associate","Employed","Female","48534","Suburban","Married","Call Center","Basic","Personal","SUV","Small","115","45","29","1539","2","2093","3082"
"250","BC66536","Arizona","High School","Employed","Female","84869","Suburban","Married","Web","Extended","Corporate","Four-Door Car","Midsize","85","18","5","1136","2","1933","-403"
